Title¦StartMin¦Duration¦Color¦Date¦PersonIdx
Content Planning¦540¦120¦11150478¦2026/05/04¦0
Ad Design¦690¦90¦11150478¦2026/05/04¦0
Social Media Sync¦790¦60¦11150478¦2026/05/04¦0
Analytics Review¦870¦90¦11150478¦2026/05/04¦0
SEO Optimization¦970¦50¦11150478¦2026/05/04¦0
Client Pitch¦480¦60¦11150478¦2026/05/04¦0
Pipeline Review¦550¦60¦11150478¦2026/05/04¦0
Outreach Emails¦620¦120¦11150478¦2026/05/04¦0
Contract Drafting¦760¦90¦11150478¦2026/05/04¦0
Demo Prep¦860¦60¦11150478¦2026/05/04¦0
Follow-up Calls¦930¦90¦11150478¦2026/05/04¦0
Onboarding Session¦480¦120¦15047427¦2026/05/04¦0
Resume Screening¦610¦90¦15047427¦2026/05/04¦0
Interview Session¦720¦120¦15047427¦2026/05/04¦0
Policy Review¦850¦60¦15047427¦2026/05/04¦0
Employee Check-in¦920¦60¦15047427¦2026/05/04¦0
Budget Review¦480¦90¦7976499¦2026/05/04¦0
Expense Audit¦580¦90¦7976499¦2026/05/04¦0
Invoice Processing¦680¦120¦7976499¦2026/05/04¦0
Financial Modeling¦810¦90¦7976499¦2026/05/04¦0
Tax Prep¦910¦110¦7976499¦2026/05/04¦0
Support Queue Sync¦480¦45¦11150478¦2026/05/04¦0
Live Chat Shift¦530¦150¦11150478¦2026/05/04¦0
Ticket Escalation¦690¦90¦11150478¦2026/05/04¦0
Knowledge Base Update¦790¦60¦11150478¦2026/05/04¦0
Customer Callback¦860¦60¦11150478¦2026/05/04¦0
Support Wrap-up¦930¦60¦11150478¦2026/05/04¦0
Executive Briefing¦480¦60¦15047427¦2026/06/01¦0
Team Standup¦540¦30¦15047427¦2026/06/01¦0
Project Review¦600¦90¦15047427¦2026/06/01¦0
Client Call¦720¦60¦15047427¦2026/06/01¦0
Strategy Planning¦810¦120¦15047427¦2026/06/01¦0
Budget Signoff¦960¦60¦15047427¦2026/06/01¦0
Architecture Review¦480¦90¦7976499¦2026/06/01¦0
Team Standup¦540¦30¦7976499¦2026/06/01¦0
Sprint Coding¦600¦180¦7976499¦2026/06/01¦0
Code Refactoring¦790¦120¦7976499¦2026/06/01¦0
Deployment Prep¦930¦90¦7976499¦2026/06/01¦0
Campaign Kickoff¦480¦60¦11150478¦2026/06/01¦0
Content Planning¦540¦120¦11150478¦2026/06/01¦0
Ad Design¦690¦90¦11150478¦2026/06/01¦0
Social Media Sync¦790¦60¦11150478¦2026/06/01¦0
Analytics Review¦870¦90¦11150478¦2026/06/01¦0
SEO Optimization¦970¦50¦11150478¦2026/06/01¦0
Client Pitch¦480¦60¦11150478¦2026/06/01¦0
Pipeline Review¦550¦60¦11150478¦2026/06/01¦0
Outreach Emails¦620¦120¦11150478¦2026/06/01¦0
Contract Drafting¦760¦90¦11150478¦2026/06/01¦0
Demo Prep¦860¦60¦11150478¦2026/06/01¦0
Follow-up Calls¦930¦90¦11150478¦2026/06/01¦0
Onboarding Session¦480¦120¦15047427¦2026/06/01¦0
Resume Screening¦610¦90¦15047427¦2026/06/01¦0
Interview Session¦720¦120¦15047427¦2026/06/01¦0
Policy Review¦850¦60¦15047427¦2026/06/01¦0
Employee Check-in¦920¦60¦15047427¦2026/06/01¦0
Budget Review¦480¦90¦7976499¦2026/06/01¦0
Expense Audit¦580¦90¦7976499¦2026/06/01¦0
Invoice Processing¦680¦120¦7976499¦2026/06/01¦0
Financial Modeling¦810¦90¦7976499¦2026/06/01¦0
Tax Prep¦910¦110¦7976499¦2026/06/01¦0
Support Queue Sync¦480¦45¦11150478¦2026/06/01¦0
Live Chat Shift¦530¦150¦11150478¦2026/06/01¦0
Ticket Escalation¦690¦90¦11150478¦2026/06/01¦0
Knowledge Base Update¦790¦60¦11150478¦2026/06/01¦0
Customer Callback¦860¦60¦11150478¦2026/06/01¦0
Support Wrap-up¦930¦60¦11150478¦2026/06/01¦0
Team Standup¦540¦30¦15047427¦2026/07/06¦0
Project Review¦600¦90¦15047427¦2026/07/06¦0
Client Call¦720¦60¦15047427¦2026/07/06¦0
Strategy Planning¦810¦120¦15047427¦2026/07/06¦0
Budget Signoff¦960¦60¦15047427¦2026/07/06¦0
Architecture Review¦480¦90¦7976499¦2026/07/07¦0
Team Standup¦540¦30¦7976499¦2026/07/06¦0
Sprint Coding¦600¦180¦7976499¦2026/07/06¦0
Code Refactoring¦790¦120¦7976499¦2026/07/06¦0
Deployment Prep¦930¦90¦7976499¦2026/07/06¦0
Campaign Kickoff¦480¦60¦11150478¦2026/07/06¦0
Content Planning¦540¦120¦11150478¦2026/07/06¦0
Ad Design¦690¦90¦11150478¦2026/07/06¦0
Social Media Sync¦790¦60¦11150478¦2026/07/06¦0
Analytics Review¦870¦90¦11150478¦2026/07/06¦0
SEO Optimization¦970¦50¦11150478¦2026/07/06¦0
Client Pitch¦480¦60¦11150478¦2026/07/06¦0
Pipeline Review¦550¦60¦11150478¦2026/07/06¦0
Outreach Emails¦620¦120¦11150478¦2026/07/06¦0
Contract Drafting¦760¦90¦11150478¦2026/07/06¦0
Demo Prep¦860¦60¦11150478¦2026/07/06¦0
Follow-up Calls¦930¦90¦11150478¦2026/07/06¦0
Onboarding Session¦480¦120¦15047427¦2026/07/06¦0
Resume Screening¦610¦90¦15047427¦2026/07/06¦0
Interview Session¦720¦120¦15047427¦2026/07/06¦0
Policy Review¦850¦60¦15047427¦2026/07/06¦0
Employee Check-in¦920¦60¦15047427¦2026/07/06¦0
Budget Review¦480¦90¦7976499¦2026/07/06¦0
Expense Audit¦580¦90¦7976499¦2026/07/06¦0
Invoice Processing¦680¦120¦7976499¦2026/07/06¦0
Financial Modeling¦810¦90¦7976499¦2026/07/06¦0
Tax Prep¦910¦110¦7976499¦2026/07/06¦0
Support Queue Sync¦480¦45¦11150478¦2026/07/06¦0
Live Chat Shift¦530¦150¦11150478¦2026/07/06¦0
Ticket Escalation¦690¦90¦11150478¦2026/07/06¦0
Knowledge Base Update¦790¦60¦11150478¦2026/07/06¦0
Customer Callback¦860¦60¦11150478¦2026/07/06¦0
Support Wrap-up¦930¦60¦11150478¦2026/07/06¦0
Executive Briefing¦480¦60¦15047427¦2026/08/03¦0
Team Standup¦540¦30¦15047427¦2026/08/03¦0
Project Review¦600¦90¦15047427¦2026/08/03¦0
Client Call¦720¦60¦15047427¦2026/08/03¦0
Strategy Planning¦810¦120¦15047427¦2026/08/03¦0
Budget Signoff¦960¦60¦15047427¦2026/08/03¦0
Architecture Review¦480¦90¦7976499¦2026/08/03¦0
Team Standup¦540¦30¦7976499¦2026/08/03¦0
Sprint Coding¦600¦180¦7976499¦2026/08/03¦0
Code Refactoring¦790¦120¦7976499¦2026/08/03¦0
Deployment Prep¦930¦90¦7976499¦2026/08/03¦0
Campaign Kickoff¦480¦60¦11150478¦2026/08/03¦0
Content Planning¦540¦120¦11150478¦2026/08/03¦0
Ad Design¦690¦90¦11150478¦2026/08/03¦0
Social Media Sync¦790¦60¦11150478¦2026/08/03¦0
Analytics Review¦870¦90¦11150478¦2026/08/03¦0
SEO Optimization¦970¦50¦11150478¦2026/08/03¦0
Client Pitch¦480¦60¦11150478¦2026/08/03¦0
Pipeline Review¦550¦60¦11150478¦2026/08/03¦0
Outreach Emails¦620¦120¦11150478¦2026/08/03¦0
Contract Drafting¦760¦90¦11150478¦2026/08/03¦0
Demo Prep¦860¦60¦11150478¦2026/08/03¦0
Follow-up Calls¦930¦90¦11150478¦2026/08/03¦0
Onboarding Session¦480¦120¦15047427¦2026/08/03¦0
Resume Screening¦610¦90¦15047427¦2026/08/03¦0
Interview Session¦720¦120¦15047427¦2026/08/03¦0
Policy Review¦850¦60¦15047427¦2026/08/03¦0
Employee Check-in¦920¦60¦15047427¦2026/08/03¦0
Budget Review¦480¦90¦7976499¦2026/08/03¦0
Expense Audit¦580¦90¦7976499¦2026/08/03¦0
Invoice Processing¦680¦120¦7976499¦2026/08/03¦0
Financial Modeling¦810¦90¦7976499¦2026/08/03¦0
Tax Prep¦910¦110¦7976499¦2026/08/03¦0
Support Queue Sync¦480¦45¦11150478¦2026/08/03¦0
Live Chat Shift¦530¦150¦11150478¦2026/08/03¦0
Ticket Escalation¦690¦90¦11150478¦2026/08/03¦0
Knowledge Base Update¦790¦60¦11150478¦2026/08/03¦0
Customer Callback¦860¦60¦11150478¦2026/08/03¦0
Support Wrap-up¦930¦60¦11150478¦2026/08/03¦0
Executive Briefing¦480¦60¦15047427¦2026/09/01¦0
Team Standup¦540¦30¦15047427¦2026/09/01¦0
Project Review¦600¦90¦15047427¦2026/09/01¦0
Client Call¦720¦60¦15047427¦2026/09/01¦0
Strategy Planning¦810¦120¦15047427¦2026/09/01¦0
Budget Signoff¦960¦60¦15047427¦2026/09/01¦0
Architecture Review¦480¦90¦7976499¦2026/09/01¦0
Team Standup¦540¦30¦7976499¦2026/09/01¦0
Sprint Coding¦600¦180¦7976499¦2026/09/01¦0
Code Refactoring¦790¦120¦7976499¦2026/09/01¦0
Deployment Prep¦930¦90¦7976499¦2026/09/01¦0
Campaign Kickoff¦480¦60¦11150478¦2026/09/01¦0
Content Planning¦540¦120¦11150478¦2026/09/01¦0
Ad Design¦690¦90¦11150478¦2026/09/01¦0
Social Media Sync¦790¦60¦11150478¦2026/09/01¦0
Analytics Review¦870¦90¦11150478¦2026/09/01¦0
SEO Optimization¦970¦50¦11150478¦2026/09/01¦0
Client Pitch¦480¦60¦11150478¦2026/09/01¦0
Pipeline Review¦550¦60¦11150478¦2026/09/01¦0
Outreach Emails¦620¦120¦11150478¦2026/09/01¦0
Contract Drafting¦760¦90¦11150478¦2026/09/01¦0
Demo Prep¦860¦60¦11150478¦2026/09/01¦0
Follow-up Calls¦930¦90¦11150478¦2026/09/01¦0
Onboarding Session¦480¦120¦15047427¦2026/09/01¦0
Resume Screening¦610¦90¦15047427¦2026/09/01¦0
Interview Session¦720¦120¦15047427¦2026/09/01¦0
Policy Review¦850¦60¦15047427¦2026/09/01¦0
Employee Check-in¦920¦60¦15047427¦2026/09/01¦0
Budget Review¦480¦90¦7976499¦2026/09/01¦0
Expense Audit¦580¦90¦7976499¦2026/09/01¦0
Invoice Processing¦680¦120¦7976499¦2026/09/01¦0
Financial Modeling¦810¦90¦7976499¦2026/09/01¦0
Tax Prep¦910¦110¦7976499¦2026/09/01¦0
Support Queue Sync¦480¦45¦11150478¦2026/09/01¦0
Live Chat Shift¦525¦150¦11150478¦2026/09/02¦0
Ticket Escalation¦690¦90¦11150478¦2026/09/01¦0
Knowledge Base Update¦790¦60¦11150478¦2026/09/01¦0
Customer Callback¦860¦60¦11150478¦2026/09/01¦0
Support Wrap-up¦930¦60¦11150478¦2026/09/01¦0
Executive Briefing¦480¦60¦15047427¦2026/10/05¦0
Team Standup¦540¦30¦15047427¦2026/10/05¦0
Project Review¦600¦90¦15047427¦2026/10/05¦0
Client Call¦720¦60¦15047427¦2026/10/05¦0
Strategy Planning¦810¦120¦15047427¦2026/10/05¦0
Budget Signoff¦960¦60¦15047427¦2026/10/05¦0
Architecture Review¦480¦90¦7976499¦2026/10/05¦0
Team Standup¦540¦30¦7976499¦2026/10/05¦0
Sprint Coding¦600¦180¦7976499¦2026/10/05¦0
Code Refactoring¦790¦120¦7976499¦2026/10/05¦0
Deployment Prep¦930¦90¦7976499¦2026/10/05¦0
Campaign Kickoff¦480¦60¦11150478¦2026/10/05¦0
Content Planning¦540¦120¦11150478¦2026/10/05¦0
Ad Design¦690¦90¦11150478¦2026/10/05¦0
Social Media Sync¦790¦60¦11150478¦2026/10/05¦0
Analytics Review¦870¦90¦11150478¦2026/10/05¦0
SEO Optimization¦970¦50¦11150478¦2026/10/05¦0
Client Pitch¦480¦60¦11150478¦2026/10/05¦0
Pipeline Review¦550¦60¦11150478¦2026/10/05¦0
Outreach Emails¦620¦120¦11150478¦2026/10/05¦0
Contract Drafting¦760¦90¦11150478¦2026/10/05¦0
Demo Prep¦860¦60¦11150478¦2026/10/05¦0
Follow-up Calls¦930¦90¦11150478¦2026/10/05¦0
Onboarding Session¦480¦120¦15047427¦2026/10/05¦0
Resume Screening¦610¦90¦15047427¦2026/10/05¦0
Interview Session¦720¦120¦15047427¦2026/10/05¦0
Policy Review¦850¦60¦15047427¦2026/10/05¦0
Employee Check-in¦920¦60¦15047427¦2026/10/05¦0
Budget Review¦480¦90¦7976499¦2026/10/05¦0
Expense Audit¦580¦90¦7976499¦2026/10/05¦0
Invoice Processing¦680¦120¦7976499¦2026/10/05¦0
Financial Modeling¦810¦90¦7976499¦2026/10/05¦0
Tax Prep¦910¦110¦7976499¦2026/10/05¦0
Support Queue Sync¦480¦45¦11150478¦2026/10/05¦0
Live Chat Shift¦530¦150¦11150478¦2026/10/05¦0
Ticket Escalation¦690¦90¦11150478¦2026/10/05¦0
Knowledge Base Update¦790¦60¦11150478¦2026/10/05¦0
Customer Callback¦860¦60¦11150478¦2026/10/05¦0
Support Wrap-up¦930¦60¦11150478¦2026/10/05¦0
Executive Briefing¦480¦60¦15047427¦2026/11/02¦0
Team Standup¦540¦30¦15047427¦2026/11/02¦0
Project Review¦600¦90¦15047427¦2026/11/02¦0
Client Call¦720¦60¦15047427¦2026/11/02¦0
Strategy Planning¦810¦120¦15047427¦2026/11/02¦0
Budget Signoff¦960¦60¦15047427¦2026/11/02¦0
Architecture Review¦480¦90¦7976499¦2026/11/02¦0
Team Standup¦540¦30¦7976499¦2026/11/02¦0
Sprint Coding¦600¦180¦7976499¦2026/11/02¦0
Code Refactoring¦790¦120¦7976499¦2026/11/02¦0
Deployment Prep¦930¦90¦7976499¦2026/11/02¦0
Campaign Kickoff¦480¦60¦11150478¦2026/11/02¦0
Content Planning¦540¦120¦11150478¦2026/11/02¦0
Ad Design¦690¦90¦11150478¦2026/11/02¦0
Social Media Sync¦790¦60¦11150478¦2026/11/02¦0
Analytics Review¦870¦90¦11150478¦2026/11/02¦0
SEO Optimization¦970¦50¦11150478¦2026/11/02¦0
Client Pitch¦480¦60¦11150478¦2026/11/02¦0
Pipeline Review¦550¦60¦11150478¦2026/11/02¦0
Outreach Emails¦620¦120¦11150478¦2026/11/02¦0
Contract Drafting¦760¦90¦11150478¦2026/11/02¦0
Demo Prep¦860¦60¦11150478¦2026/11/02¦0
Follow-up Calls¦930¦90¦11150478¦2026/11/02¦0
Onboarding Session¦480¦120¦15047427¦2026/11/02¦0
Resume Screening¦610¦90¦15047427¦2026/11/02¦0
Interview Session¦720¦120¦15047427¦2026/11/02¦0
Policy Review¦850¦60¦15047427¦2026/11/02¦0
Employee Check-in¦920¦60¦15047427¦2026/11/02¦0
Budget Review¦480¦90¦7976499¦2026/11/02¦0
Expense Audit¦580¦90¦7976499¦2026/11/02¦0
Invoice Processing¦680¦120¦7976499¦2026/11/02¦0
Financial Modeling¦810¦90¦7976499¦2026/11/02¦0
Tax Prep¦910¦110¦7976499¦2026/11/02¦0
Support Queue Sync¦480¦45¦11150478¦2026/11/02¦0
Live Chat Shift¦530¦150¦11150478¦2026/11/02¦0
Ticket Escalation¦690¦90¦11150478¦2026/11/02¦0
Knowledge Base Update¦790¦60¦11150478¦2026/11/02¦0
Customer Callback¦860¦60¦11150478¦2026/11/02¦0
Support Wrap-up¦930¦60¦11150478¦2026/11/02¦0
Executive Briefing¦480¦60¦15047427¦2026/12/07¦0
Team Standup¦540¦30¦15047427¦2026/12/07¦0
Project Review¦600¦90¦15047427¦2026/12/07¦0
Client Call¦720¦60¦15047427¦2026/12/07¦0
Strategy Planning¦810¦120¦15047427¦2026/12/07¦0
Budget Signoff¦960¦60¦15047427¦2026/12/07¦0
Architecture Review¦480¦90¦7976499¦2026/12/07¦0
Team Standup¦540¦30¦7976499¦2026/12/07¦0
Sprint Coding¦600¦180¦7976499¦2026/12/07¦0
Code Refactoring¦790¦120¦7976499¦2026/12/07¦0
Deployment Prep¦930¦90¦7976499¦2026/12/07¦0
Campaign Kickoff¦480¦60¦11150478¦2026/12/07¦0
Content Planning¦540¦120¦11150478¦2026/12/07¦0
Ad Design¦690¦90¦11150478¦2026/12/07¦0
Social Media Sync¦790¦60¦11150478¦2026/12/07¦0
Analytics Review¦870¦90¦11150478¦2026/12/07¦0
SEO Optimization¦970¦50¦11150478¦2026/12/07¦0
Client Pitch¦480¦60¦11150478¦2026/12/07¦0
Pipeline Review¦550¦60¦11150478¦2026/12/07¦0
Outreach Emails¦620¦120¦11150478¦2026/12/07¦0
Contract Drafting¦760¦90¦11150478¦2026/12/07¦0
Demo Prep¦860¦60¦11150478¦2026/12/07¦0
Follow-up Calls¦930¦90¦11150478¦2026/12/07¦0
Onboarding Session¦480¦120¦15047427¦2026/12/07¦0
Resume Screening¦610¦90¦15047427¦2026/12/07¦0
Interview Session¦720¦120¦15047427¦2026/12/07¦0
Policy Review¦850¦60¦15047427¦2026/12/07¦0
Employee Check-in¦920¦60¦15047427¦2026/12/07¦0
Budget Review¦480¦90¦7976499¦2026/12/07¦0
Expense Audit¦580¦90¦7976499¦2026/12/07¦0
Invoice Processing¦680¦120¦7976499¦2026/12/07¦0
Financial Modeling¦810¦90¦7976499¦2026/12/07¦0
Tax Prep¦910¦110¦7976499¦2026/12/07¦0
Support Queue Sync¦480¦45¦11150478¦2026/12/07¦0
Live Chat Shift¦530¦150¦11150478¦2026/12/07¦0
Ticket Escalation¦690¦90¦11150478¦2026/12/07¦0
Knowledge Base Update¦790¦60¦11150478¦2026/12/07¦0
Customer Callback¦860¦60¦11150478¦2026/12/07¦0
Support Wrap-up¦930¦60¦11150478¦2026/12/07¦0
Live Chat Shift¦525¦150¦11150478¦2026/09/02¦0
Live Chat Shift¦525¦150¦11150478¦2026/09/01¦0
Invoice Processing¦660¦120¦7976499¦2026/09/03¦0
Financial Modeling¦525¦90¦7976499¦2026/09/04¦0
Knowledge Base Update¦525¦60¦11150478¦2026/09/03¦0
